"caso_id","llamante_descripcion","llamante_genero","llamante_vinculo_ninios_presentes","violencia_tipo","victima_edad","victima_rango_etario","victima_genero","victima_cantidad","agresor_cantidad","agresor_genero","agresor_relacion_victima","llamado_derivacion","llamado_fecha_hora","llamado_provincia","llamado_provincia_id"
"410947","Comisaría","Femenino","No hay niñas/os","Física y psicológica","39","30 a 39 años","Femenino","1","1","Masculino","Pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-01-07 03:30:00","Ciudad Autónoma de Buenos Aires","02"
"410948","Otra/o sobre una situación de conflicto familiar","Femenino","Otra/o familiar","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2019-01-07 07:35:00","Ciudad Autónoma de Buenos Aires","02"
"410914","Profesionales de la Línea 137","NS/NC","Sin datos","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Comunicación con Equipos Móviles","2019-01-07 08:32:00","Ciudad Autónoma de Buenos Aires","02"
"410949","Víctima","Femenino","Madre","Psicológica","Sin dato","Sin dato","Femenino","3","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2019-01-07 09:27:00","Ciudad Autónoma de Buenos Aires","02"
"410950","Comisaría","Femenino","Otra/o no familiar","Psicológica","1","0 a 5 años","Masculino","1","1","NS/NC","NS/NC","Llamante solicitó información y/o orientación","2019-01-07 10:36:00","Ciudad Autónoma de Buenos Aires","02"
"407717","Otra/o sobre una situación de conflicto familiar","Femenino","Sin datos","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2019-01-07 11:30:00","Ciudad Autónoma de Buenos Aires","02"
"410951","Víctima","Masculino","Sin datos","Psicológica","24","18 a 29 años","Femenino","1","1","Femenino","Madre","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-01-07 11:40:00","Ciudad Autónoma de Buenos Aires","02"
"410952","Familiar","Femenino","Sin datos","Psicológica","Sin dato","Sin dato","Femenino","1","1","Femenino","Hijo/a","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-01-07 12:22:00","Ciudad Autónoma de Buenos Aires","02"
"410748","Familiar","Femenino","Sin datos","Física y psicológica","Sin dato","Sin dato","Femenino","1","1","Masculino","Hijo/a","Llamante solicitó información y/o orientación","2019-01-07 12:32:00","Ciudad Autónoma de Buenos Aires","02"
"410954","Otra/o sobre una situación de conflicto familiar","Femenino","Otra/o no familiar","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2019-01-07 12:54:00","Ciudad Autónoma de Buenos Aires","02"
"407582","Otra/o sobre una situación de conflicto familiar","Femenino","Sin datos","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2019-01-07 13:18:00","Ciudad Autónoma de Buenos Aires","02"
"410514","Familiar","Femenino","Otra/o no familiar","Física y psicológica","Sin dato","Sin dato","Masculino","2","1","Femenino","Madre","Llamante solicitó información y/o orientación","2019-01-07 13:26:00","Ciudad Autónoma de Buenos Aires","02"
"410955","Otra/o sobre una situación de conflicto familiar","Femenino","Madre","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2019-01-07 13:46:00","Ciudad Autónoma de Buenos Aires","02"
"125942","Víctima","Femenino","Madre","Física y psicológica","Sin dato","Sin dato","Femenino","1","1","Masculino","Pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-01-07 15:17:00","Ciudad Autónoma de Buenos Aires","02"
"125942","Hospital","Femenino","Sin datos","Física y psicológica","Sin dato","Sin dato","Femenino","3","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2019-01-07 15:52:00","Ciudad Autónoma de Buenos Aires","02"
"410958","Familiar","Femenino","Otra/o familiar","Física y psicológica","89","Más de 60 años","Femenino","2","1","Masculino","Otro/a conviviente","No había móviles y/o Equipos para realizar la intervención","2019-01-07 16:20:00","Ciudad Autónoma de Buenos Aires","02"
"410959","Víctima","Femenino","Madre","Física y psicológica","29","18 a 29 años","Femenino","1","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2019-01-07 16:30:00","Ciudad Autónoma de Buenos Aires","02"
"410960","Otra/o sobre una situación de conflicto familiar","Masculino","Padre","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2019-01-07 16:35:00","Ciudad Autónoma de Buenos Aires","02"
"410964","Víctima","Femenino","Madre","Psicológica","38","30 a 39 años","Femenino","1","1","Masculino","Ex pareja","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-01-07 17:31:00","Ciudad Autónoma de Buenos Aires","02"
"410965","Comisaría","Femenino","No hay niñas/os","Física y psicológica","36","30 a 39 años","Femenino","1","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2019-01-07 17:39:00","Ciudad Autónoma de Buenos Aires","02"
"410749","Familiar","Femenino","Otra/o familiar","Psicológica","14","12 a 17 años","Masculino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2019-01-07 17:51:00","Ciudad Autónoma de Buenos Aires","02"
"410969","Comisaría","Femenino","Otra/o no familiar","Física, sexual y psicológica","27","18 a 29 años","Femenino","3","1","Masculino","Ex pareja","No había móviles y/o Equipos para realizar la intervención","2019-01-07 18:49:00","Ciudad Autónoma de Buenos Aires","02"
"410969","Profesionales de la Línea 137","NS/NC","Sin datos","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Comunicación con Equipos Móviles","2019-01-07 18:51:00","Ciudad Autónoma de Buenos Aires","02"
"410970","Otra Institución","Femenino","Madre","Física y psicológica","25","18 a 29 años","Femenino","1","1","Masculino","Ex pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-01-07 19:06:00","Ciudad Autónoma de Buenos Aires","02"
"410971","Víctima","Femenino","Otra/o familiar","Psicológica","Sin dato","Sin dato","Femenino","3","1","Femenino","Hijo/a","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-01-07 19:15:00","Ciudad Autónoma de Buenos Aires","02"
"77307","Víctima","Femenino","Madre","Psicológica","51","50 a 59 años","Femenino","1","1","Masculino","Padre","Llamante solicitó información y/o orientación","2019-01-07 20:07:00","Ciudad Autónoma de Buenos Aires","02"
"410972","Comisaría","Masculino","No hay niñas/os","Psicológica","27","18 a 29 años","Femenino","1","1","Masculino","Hermano/a","Llamante solicitó información y/o orientación","2019-01-07 21:51:00","Ciudad Autónoma de Buenos Aires","02"
"410973","Víctima","Femenino","No hay niñas/os","Física y psicológica","32","30 a 39 años","Femenino","1","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2019-01-07 22:55:00","Ciudad Autónoma de Buenos Aires","02"
"410949","Víctima","Femenino","Madre","Psicológica","Sin dato","Sin dato","Femenino","3","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2019-01-07 23:20:00","Ciudad Autónoma de Buenos Aires","02"
"410974","Familiar","Masculino","Padre","Psicológica","13","12 a 17 años","Masculino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2019-01-08 00:46:00","Ciudad Autónoma de Buenos Aires","02"
"407750","Víctima","Femenino","No hay niñas/os","Física y psicológica","72","Más de 60 años","Femenino","1","1","Masculino","Hermano/a","Desplazamiento de un Equipo Móvil a donde se encontraba la/s víctima/s","2019-01-08 11:14:00","Ciudad Autónoma de Buenos Aires","02"
"410949","Víctima","Femenino","Madre","Psicológica","Sin dato","Sin dato","Femenino","3","1","Masculino","Ex pareja","Desplazamiento de un Equipo Móvil a donde se encontraba la/s víctima/s","2019-01-08 11:19:00","Ciudad Autónoma de Buenos Aires","02"
"410978","Comisaría","Femenino","No hay niñas/os","Psicológica","18","18 a 29 años","Femenino","1","1","Masculino","Ex pareja","Llamante solicitó información y/o orientación","2019-01-08 11:31:00","Ciudad Autónoma de Buenos Aires","02"
"410980","Familiar","Femenino","No hay niñas/os","Psicológica","66","Más de 60 años","Femenino","1","2","Masculino","Otro/a conviviente","Llamante solicitó información y/o orientación","2019-01-08 12:01:00","Ciudad Autónoma de Buenos Aires","02"
"410981","Otra Institución","Femenino","Madre","Física y psicológica","26","18 a 29 años","Femenino","4","1","Masculino","Pareja","Llamante solicitó información y/o orientación","2019-01-08 12:09:00","Ciudad Autónoma de Buenos Aires","02"
"410982","Comisaría","Femenino","Otra/o no familiar","Física y psicológica","38","30 a 39 años","Femenino","2","1","Masculino","Pareja","No había móviles y/o Equipos para realizar la intervención","2019-01-08 13:01:00","Ciudad Autónoma de Buenos Aires","02"
"410983","Familiar","Femenino","No hay niñas/os","Física y psicológica","70","Más de 60 años","Femenino","1","1","Masculino","Hijo/a","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-01-08 15:34:00","Ciudad Autónoma de Buenos Aires","02"
"410984","Víctima","Masculino","Sin datos","Física y psicológica","15","12 a 17 años","Masculino","1","1","Masculino","Padre","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-01-08 16:05:00","Ciudad Autónoma de Buenos Aires","02"
"410985","Otro/a Particular","Femenino","Otra/o no familiar","Física y psicológica","Sin dato","Sin dato","Femenino","1","1","Femenino","Otro/a conviviente","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-01-08 16:40:00","Ciudad Autónoma de Buenos Aires","02"
"410986","Familiar","Masculino","Padre","Física y psicológica","10","6 a 11 años","Masculino","2","1","Femenino","Madre","Llamante solicitó información y/o orientación","2019-01-08 17:46:00","Ciudad Autónoma de Buenos Aires","02"
"410987","Víctima","Femenino","Madre","Física y psicológica","28","18 a 29 años","Femenino","1","1","Femenino","Madre","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-01-08 18:38:00","Ciudad Autónoma de Buenos Aires","02"
"410988","Familiar","Femenino","Otra/o familiar","Física y psicológica","4","0 a 5 años","Masculino","1","1","Femenino","Madre","Llamante solicitó información y/o orientación","2019-01-08 18:44:00","Ciudad Autónoma de Buenos Aires","02"
"374130","Profesionales de la Línea 137","NS/NC","Sin datos","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Comunicación con Equipos Móviles","2019-01-08 19:03:00","Ciudad Autónoma de Buenos Aires","02"
"410989","Víctima","Femenino","No hay niñas/os","Física y psicológica","62","Más de 60 años","Femenino","1","1","Femenino","Hijo/a","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-01-08 19:14:00","Ciudad Autónoma de Buenos Aires","02"
"410958","Profesionales de la Línea 137","NS/NC","Sin datos","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Comunicación con Equipos Móviles","2019-01-08 19:23:00","Ciudad Autónoma de Buenos Aires","02"
"410990","Hospital","Femenino","Otra/o no familiar","Física y psicológica","22","18 a 29 años","Femenino","2","1","Masculino","Ex pareja","Se planificó intervención para otro momento","2019-01-08 19:56:00","Ciudad Autónoma de Buenos Aires","02"
"407750","Profesionales de la Línea 137","NS/NC","Sin datos","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Comunicación con Equipos Móviles","2019-01-08 20:43:00","Ciudad Autónoma de Buenos Aires","02"
"235305","Comisaría","Femenino","Otra/o no familiar","Física y psicológica","36","30 a 39 años","Femenino","3","1","Masculino","Ex pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-01-08 21:05:00","Ciudad Autónoma de Buenos Aires","02"
"410991","Otro/a Particular","Femenino","Otra/o no familiar","Física y psicológica","5","0 a 5 años","Femenino","1","2","Masculino","Otro/a no conviviente","Llamante solicitó información y/o orientación","2019-01-08 21:28:00","Ciudad Autónoma de Buenos Aires","02"
"410990","Hospital","Femenino","Otra/o no familiar","Física y psicológica","22","18 a 29 años","Femenino","1","1","Masculino","Ex pareja","Se planificó intervención para otro momento","2019-01-08 23:47:00","Ciudad Autónoma de Buenos Aires","02"
"410995","Familiar","Femenino","Otra/o familiar","Psicológica","1","0 a 5 años","Femenino","5","1","Femenino","Madre","Llamante solicitó información y/o orientación","2019-01-09 00:09:00","Ciudad Autónoma de Buenos Aires","02"
"410996","Otra/o sobre una situación de conflicto familiar","Femenino","Otra/o familiar","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2019-01-09 00:18:00","Ciudad Autónoma de Buenos Aires","02"
"410998","Familiar","Femenino","Otra/o familiar","Psicológica","10","6 a 11 años","Masculino","2","1","Femenino","Madre","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-01-09 00:38:00","Ciudad Autónoma de Buenos Aires","02"
"410999","Vecina/o","Femenino","No hay niñas/os","Física y psicológica","30","30 a 39 años","Femenino","1","1","Masculino","Padre","Llamante solicitó información y/o orientación","2019-01-09 00:46:00","Ciudad Autónoma de Buenos Aires","02"
"411000","Comisaría","Femenino","Otra/o no familiar","Psicológica","29","18 a 29 años","Femenino","1","1","Masculino","Ex pareja","La víctima no aceptó la intervención del Equipo Móvil","2019-01-09 01:24:00","Ciudad Autónoma de Buenos Aires","02"
"411001","Víctima","Femenino","Otra/o familiar","Psicológica","68","Más de 60 años","Femenino","1","2","Masculino","Hijo/a","La víctima no aceptó la intervención del Equipo Móvil","2019-01-09 07:12:00","Ciudad Autónoma de Buenos Aires","02"
"410990","Profesionales de la Línea 137","NS/NC","Sin datos","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Comunicación con Equipos Móviles","2019-01-09 08:39:00","Ciudad Autónoma de Buenos Aires","02"
"407750","Profesionales de la Línea 137","NS/NC","Sin datos","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Comunicación con Equipos Móviles","2019-01-09 09:18:00","Ciudad Autónoma de Buenos Aires","02"
"411002","Vecina/o","Femenino","Otra/o no familiar","Psicológica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","Otro/a no conviviente","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-01-09 09:20:00","Ciudad Autónoma de Buenos Aires","02"
"411003","Otra/o sobre una situación de conflicto familiar","Femenino","No hay niñas/os","No aplica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Se trata de un conflicto familiar","2019-01-09 09:49:00","Ciudad Autónoma de Buenos Aires","02"
"411004","Familiar","Femenino","Otra/o familiar","Psicológica","Sin dato","Sin dato","NS/NC","3","1","Femenino","Madre","No se desplazó un  Equipo móvil por tratarse de un caso fuera de CABA","2019-01-09 10:12:00","Ciudad Autónoma de Buenos Aires","02"
"411007","Otra Institución","Masculino","Otra/o no familiar","Psicológica","Sin dato","Sin dato","NS/NC","0","0","NS/NC","NS/NC","Llamante solicitó información y/o orientación","2019-01-09 12:52:00","Ciudad Autónoma de Buenos Aires","02"
